462165000	134850000	88921000	685936000	3843640	0
459958000	134265000	88697000	682920000	3843640	0
463113000	136101000	89545000	688759000	3843640	0
372953000	102642000	106978000	582573000	3843800	0
371650000	103365000	107516000	582531000	3843800	0
455930000	110164000	79958000	646052000	3843800	0
437558000	105958000	77319000	620835000	3843800	0
278672000	81676000	94504000	454852000	3843800	0
277769000	81509000	94328000	453606000	3843800	0

1266390000	701815000	80827000	2049032000	16013553	25
1189439000	700796000	74855000	1965090000	16013553	25
1279710000	705072000	82041000	2066823000	16013553	25
1178881000	700681000	74324000	1953886000	16013553	25
1313287000	718401000	83138000	2114826000	16013553	25
1196465000	703737000	76076000	1976278000	16013553	25
979022000	238045000	103137000	1320204000	16013487	25
977962000	244871000	103590000	1326423000	16013487	25
593462000	238513000	100831000	932806000	16013487	25
1006157000	249758000	105608000	1361523000	16013487	25
982967000	238699000	105023000	1326689000	16013487	25
592534000	244263000	100492000	937289000	16013487	25
1208061000	390865000	74362000	1673288000	16013487	25
912759000	388849000	72344000	1373952000	16013487	25
558232000	388275000	73567000	1020074000	16013487	25
1184347000	403941000	72788000	1661076000	16013487	25
1053591000	403566000	75845000	1533002000	16013487	25
576857000	409668000	74972000	1061497000	16013487	25
765309000	362522000	94691000	1222522000	16013487	25
718638000	362439000	94333000	1175410000	16013487	25
588798000	368255000	92810000	1049863000	16013487	25
721968000	352898000	94753000	1169619000	16013487	25
719538000	362458000	94285000	1176281000	16013487	25
589691000	356449000	93077000	1039217000	16013487	25

785806000	500489000	77934000	1364229000	16069607	16
746399000	499761000	67699000	1313859000	16069607	16
787120000	499965000	78376000	1365461000	16069607	16
764473000	503432000	69566000	1337471000	16069607	16
888251000	547118000	94818000	1530187000	16069607	16
762474000	505487000	69746000	1337707000	16069607	16
653851000	207114000	107102000	968067000	16069522	16
614029000	213569000	103483000	931081000	16069522	16
504280000	206497000	102123000	812900000	16069522	16
667867000	217219000	108943000	994029000	16069522	16
607346000	206957000	103560000	917863000	16069522	16
511031000	212235000	102081000	825347000	16069522	16
885061000	325216000	76695000	1286972000	16069522	16
664055000	315578000	73166000	1052799000	16069522	16
525173000	328009000	75750000	928932000	16069522	16
859984000	326987000	75235000	1262206000	16069522	16
707774000	329166000	76100000	1113040000	16069522	16
534603000	327019000	76857000	938479000	16069522	16
497075000	134734000	92784000	724593000	16069522	16
463325000	131274000	95606000	690205000	16069522	16
461081000	142633000	94943000	698657000	16069522	16
494691000	142675000	92669000	730035000	16069522	16
465310000	137103000	95844000	698257000	16069522	16
461226000	144276000	95111000	700613000	16069522	16

531264000	90671000	32343000	654278000	16010315	26
527861000	89723000	33399000	650983000	16010315	26
529535000	90762000	32348000	652645000	16010315	26
517618000	87830000	32771000	638219000	16010315	26
610008000	99112000	33992000	743112000	16010315	26
523223000	89303000	33145000	645671000	16010315	26
610958000	88091000	30899000	729948000	16010251	26
532519000	90879000	31928000	655326000	16010251	26
386173000	93693000	28890000	508756000	16010251	26
621580000	89477000	31631000	742688000	16010251	26
542794000	90036000	31739000	664569000	16010251	26
383745000	94132000	28554000	506431000	16010251	26
723288000	99467000	33358000	856113000	16010251	26
507570000	99003000	33742000	640315000	16010251	26
394816000	102249000	29532000	526597000	16010251	26
719721000	97905000	33230000	850856000	16010251	26
511993000	100111000	32990000	645094000	16010251	26
377138000	97845000	28274000	503257000	16010251	26
439813000	69480000	22221000	531514000	16010251	26
404330000	71597000	22087000	498014000	16010251	26
374114000	75383000	21704000	471201000	16010251	26
439260000	69460000	22135000	530855000	16010251	26
402809000	71543000	22085000	496437000	16010251	26
373744000	75304000	21649000	470697000	16010251	26

